dataset,source,stimulus,distortion,level,seed,derived_seed,actual_luma_rms,path,width,height,sha256,source_sobel_si,stimulus_sobel_si,sobel_si,luma_sd,edge_fraction,glcm_contrast,glcm_entropy,glcm_homogeneity
div2k_validation,0837.png,0837_c3f1b83cecb7__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0837_c3f1b83cecb7__clean_0.png,768,512,c3f1b83cecb7e78c844bc657572f511d1e0d59ef0e97784b272393f87356aca3,115.83936296050577,115.83936296050577,115.83936296050577,57.27549199313855,0.3738954589668766,0.5419381651957935,2.6990584221546845,0.8605308615690536
div2k_validation,0837.png,0837_c3f1b83cecb7__awgn_30_seed-20260811,awgn,30,20260811,11478450625294225876,27.904866274324327,results/vtm_noise_validation/stimuli/0837_c3f1b83cecb7__awgn_30_seed-20260811.png,768,512,918061529b1df5d3f1c5d5fda725ba537b58cd241bf463504fc1c385e5962d2a,115.83936296050577,111.37539236510938,111.37539236510938,61.81149746068867,0.8645446168023345,1.9378162457357893,3.4611947801571006,0.5825151799607337
div2k_validation,0837.png,0837_c3f1b83cecb7__awgn_30_seed-20260812,awgn,30,20260812,16809219869547984564,27.900735239711945,results/vtm_noise_validation/stimuli/0837_c3f1b83cecb7__awgn_30_seed-20260812.png,768,512,2c21644fcc044bd77c6fda9817662124c5754c8adbb04f3a1a478494507b32e4,115.83936296050577,111.43275343561608,111.43275343561608,61.81066387119271,0.8650104950596427,1.9381802822058827,3.461428070307556,0.5828158513878716
div2k_validation,0837.png,0837_c3f1b83cecb7__awgn_30_seed-20260813,awgn,30,20260813,3949196864562796157,27.907488172857192,results/vtm_noise_validation/stimuli/0837_c3f1b83cecb7__awgn_30_seed-20260813.png,768,512,a9f7e70c72315253e3d3bb47ae89dd389f1cbd878dba0ed839091fdcd23de3d2,115.83936296050577,111.68538349032386,111.68538349032386,61.87888945369774,0.8644268673526851,1.9424349905817666,3.4613156434714574,0.5823524982819962
div2k_validation,0838.png,0838_d77e6c99551e__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0838_d77e6c99551e__clean_0.png,768,512,d77e6c99551e76353b747ce72c3a87e868ff6107c77950b6a55ab6f610435ead,18.734928787407632,18.734928787407632,18.734928787407632,41.12670705406755,0.04443761838939231,0.11531496017031012,1.9826122073548316,0.9425070288753093
div2k_validation,0838.png,0838_d77e6c99551e__awgn_30_seed-20260811,awgn,30,20260811,5131668710055686531,29.186266375440198,results/vtm_noise_validation/stimuli/0838_d77e6c99551e__awgn_30_seed-20260811.png,768,512,1fe8fd9c73ad87681f9cba6281b8d4d3824b7ee5bca53e695ccdb14f4b14d2d4,18.734928787407632,67.85386117037561,67.85386117037561,49.71817567724164,0.8537628628474888,1.8150549440749033,3.381933776075001,0.5679845740112879
div2k_validation,0838.png,0838_d77e6c99551e__awgn_30_seed-20260812,awgn,30,20260812,3840689921183344918,29.220606497741723,results/vtm_noise_validation/stimuli/0838_d77e6c99551e__awgn_30_seed-20260812.png,768,512,42904a8658a0d806a72809119911b491d9d83936b773cf6b1f016c018068d42b,18.734928787407632,67.95024116526844,67.95024116526844,49.627716137299714,0.855298725234219,1.809295548688044,3.3811187276832273,0.5684271175057565
div2k_validation,0838.png,0838_d77e6c99551e__awgn_30_seed-20260813,awgn,30,20260813,7186236517007500747,29.1677918426011,results/vtm_noise_validation/stimuli/0838_d77e6c99551e__awgn_30_seed-20260813.png,768,512,cf3dd2fd134e50c1c49f293973dd9e6736202e18a7bc3dbabb93c81c9882d6ee,18.734928787407632,68.0097823427515,68.0097823427515,49.72221237694216,0.8530922029386167,1.8080869841678693,3.3823690079838906,0.5686267355648501
div2k_validation,0839.png,0839_ab39762643b7__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0839_ab39762643b7__clean_0.png,768,512,ab39762643b74ec487ae64836a4ba304b8d07d2ea4848c767c3a1f6953d26789,48.93564208050315,48.93564208050315,48.93564208050315,48.638558265798835,0.2664439666205908,0.24057428126669061,2.3983188572933503,0.8908278869325637
div2k_validation,0839.png,0839_ab39762643b7__awgn_30_seed-20260811,awgn,30,20260811,11158180662501833246,28.208293950453914,results/vtm_noise_validation/stimuli/0839_ab39762643b7__awgn_30_seed-20260811.png,768,512,d4295f898966739b012ccc0d5841d71e73597c3936540e065b3c64e69e4bb057,48.93564208050315,74.7915663082722,74.7915663082722,54.464635259672555,0.8482619157323504,1.698472856497425,3.3259762296481328,0.5917225375944017
div2k_validation,0839.png,0839_ab39762643b7__awgn_30_seed-20260812,awgn,30,20260812,15392102183816838238,28.222114551101843,results/vtm_noise_validation/stimuli/0839_ab39762643b7__awgn_30_seed-20260812.png,768,512,f881267139d1f5fb256c1a2210d441f84bfa9538cd6656f6de0994b7af9b588f,48.93564208050315,74.97783120428399,74.97783120428399,54.48606628333778,0.8474427891260943,1.6998831522090123,3.3274055960773414,0.5916705631769774
div2k_validation,0839.png,0839_ab39762643b7__awgn_30_seed-20260813,awgn,30,20260813,7217516314900301294,28.2234004551534,results/vtm_noise_validation/stimuli/0839_ab39762643b7__awgn_30_seed-20260813.png,768,512,62d867eba4320466a352bc74fbe19bcdf30032a71d3e09dac1bc108eff9615e1,48.93564208050315,74.63031451418506,74.63031451418506,54.446735414647186,0.8490682434853837,1.6950829455923135,3.3258717210479976,0.5918211023388001
div2k_validation,0843.png,0843_4bd8556cb805__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0843_4bd8556cb805__clean_0.png,768,512,4bd8556cb805429da30df8386db6da467cf1ffed25f67b7d819c69d26c064cef,66.78020351487282,66.78020351487282,66.78020351487282,64.51762292419004,0.1387318896226898,0.20653397396097778,2.4108888391054055,0.9282091030933661
div2k_validation,0843.png,0843_4bd8556cb805__awgn_30_seed-20260811,awgn,30,20260811,10659667478836861109,28.270240711887126,results/vtm_noise_validation/stimuli/0843_4bd8556cb805__awgn_30_seed-20260811.png,768,512,a4688de41bb20a40944fcc34dcaba793cb00ea8c7e1ce0e0dd197438d2d5f686,66.78020351487282,82.94698413682487,82.94698413682487,69.0160023312364,0.8475477397225208,1.683684568715364,3.510069395833285,0.5943024597748993
div2k_validation,0843.png,0843_4bd8556cb805__awgn_30_seed-20260812,awgn,30,20260812,17778329836125886591,28.32665854724682,results/vtm_noise_validation/stimuli/0843_4bd8556cb805__awgn_30_seed-20260812.png,768,512,53550bee53696cd666113a5aecdc0042c3355f4ddfeb9bac6e8c87d869d71df0,66.78020351487282,82.9842048726422,82.9842048726422,68.97358847497838,0.8471637741258383,1.686835025961602,3.511988051892497,0.5935731582882524
div2k_validation,0843.png,0843_4bd8556cb805__awgn_30_seed-20260813,awgn,30,20260813,6881640258467122219,28.311251558760254,results/vtm_noise_validation/stimuli/0843_4bd8556cb805__awgn_30_seed-20260813.png,768,512,891037824e59ef3c9470ccc2569dc0879848409f3da57044a449fb4cd8217bb4,66.78020351487282,83.149128704731,83.149128704731,68.99500538541649,0.8485178927968055,1.6886306532855302,3.512622151303259,0.5936528207179221
div2k_validation,0845.png,0845_d1feaec5f465__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0845_d1feaec5f465__clean_0.png,768,512,d1feaec5f465a16d17d1dcdf254e9c071b17aa363efc2dc7cee188853edcc983,89.82924081804904,89.82924081804904,89.82924081804904,35.13541984862292,0.1237188347924026,0.32445458622548606,0.9293042641202569,0.9398091681501108
div2k_validation,0845.png,0845_d1feaec5f465__awgn_30_seed-20260811,awgn,30,20260811,6205045503436791406,23.45483674120976,results/vtm_noise_validation/stimuli/0845_d1feaec5f465__awgn_30_seed-20260811.png,768,512,bf09fb4affdb232465eb0b8e1bbc223a73dee69e34cbd835cbb6339bc1d6002e,89.82924081804904,91.83998251017142,91.83998251017142,39.85490515389423,0.7392131265038653,1.0170041295566423,1.9343881519780042,0.741571795973031
div2k_validation,0845.png,0845_d1feaec5f465__awgn_30_seed-20260812,awgn,30,20260812,387708388235398927,23.43670387102709,results/vtm_noise_validation/stimuli/0845_d1feaec5f465__awgn_30_seed-20260812.png,768,512,86878d5b7c84a4bb5e29313243a0b667fc6fdb9c8cc568196e49c34d84ced000,89.82924081804904,91.85982265395016,91.85982265395016,39.84468526130252,0.740472533660984,1.0128152264094208,1.9361965728129102,0.7415139181231943
div2k_validation,0845.png,0845_d1feaec5f465__awgn_30_seed-20260813,awgn,30,20260813,8485382431274988306,23.382949048684576,results/vtm_noise_validation/stimuli/0845_d1feaec5f465__awgn_30_seed-20260813.png,768,512,7f48744619cf9c3a3d72bb14de285f823ad4b74c999849203ffaf7b64b3d1f27,89.82924081804904,91.77180419403028,91.77180419403028,39.866301323586356,0.7391721701735524,1.0060139026515529,1.931470485530954,0.7425204827688614
div2k_validation,0848.png,0848_94d1ced916cd__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0848_94d1ced916cd__clean_0.png,768,512,94d1ced916cd17591becabb0b3ad9d468714e44daad51fc912731c6c25150b81,127.17155251942846,127.17155251942846,127.17155251942846,80.0098130595872,0.38518404750934315,0.782120600064817,2.949848139514243,0.8261803717916162
div2k_validation,0848.png,0848_94d1ced916cd__awgn_30_seed-20260811,awgn,30,20260811,472502835663233238,26.90975327969198,results/vtm_noise_validation/stimuli/0848_94d1ced916cd__awgn_30_seed-20260811.png,768,512,f766452656baab56d0f2a45e7556bac55c715300ac9de0396becd3eb345d2dc9,127.17155251942846,122.07022020154358,122.07022020154358,81.1186246972698,0.8473967132544924,1.9477153499165947,3.522217680393301,0.6025970161539097
div2k_validation,0848.png,0848_94d1ced916cd__awgn_30_seed-20260812,awgn,30,20260812,16914754856228261656,26.827662166808828,results/vtm_noise_validation/stimuli/0848_94d1ced916cd__awgn_30_seed-20260812.png,768,512,42c4f10c7286a72f1c141f07408b13cbccf7d0e08a74f393dd4e08ba25f816ba,127.17155251942846,121.83364344284246,121.83364344284246,81.08710077276528,0.8468002866943122,1.9401789210044438,3.5210259830834456,0.6031796302482745
div2k_validation,0848.png,0848_94d1ced916cd__awgn_30_seed-20260813,awgn,30,20260813,4344353258983084894,26.87618850327445,results/vtm_noise_validation/stimuli/0848_94d1ced916cd__awgn_30_seed-20260813.png,768,512,0232434ceaf41b3766f1478dc3b98db7c154d666d7c99d3029acf363eb97acc3,127.17155251942846,121.65035672696858,121.65035672696858,81.11129211796326,0.8485793272922746,1.943420378024588,3.522605349823714,0.6024324151867614
div2k_validation,0850.png,0850_19c99b385e12__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0850_19c99b385e12__clean_0.png,768,512,19c99b385e129c21dae2d61e1894f9bc938f7f58ee02be4bb1605db4ff989e7a,93.63643865880357,93.63643865880357,93.63643865880357,51.09894395617777,0.25149490605641733,0.39568529056753166,2.5095080009666026,0.8904514052286693
div2k_validation,0850.png,0850_19c99b385e12__awgn_30_seed-20260811,awgn,30,20260811,7653253979731712893,28.794888380094527,results/vtm_noise_validation/stimuli/0850_19c99b385e12__awgn_30_seed-20260811.png,768,512,1c3af0d4c3e7c214cf813b3d650627a39b51946753d6e7bd3e0ad5bbfd26e3e1,93.63643865880357,96.65797593477578,96.65797593477578,57.42174195245725,0.864951620334818,1.9736362605024587,3.5299795034662944,0.5684130863145574
div2k_validation,0850.png,0850_19c99b385e12__awgn_30_seed-20260812,awgn,30,20260812,2482659922088655412,28.791686599511085,results/vtm_noise_validation/stimuli/0850_19c99b385e12__awgn_30_seed-20260812.png,768,512,af54f5f8878c764fd5fcf44a10b71afd9c1bba85bc02659cc79a103fbb963d34,93.63643865880357,96.86857525389273,96.86857525389273,57.29590384390271,0.8655250089591973,1.9707632289609576,3.5275929116892355,0.5686908118020649
div2k_validation,0850.png,0850_19c99b385e12__awgn_30_seed-20260813,awgn,30,20260813,16579909480486117925,28.707649861372335,results/vtm_noise_validation/stimuli/0850_19c99b385e12__awgn_30_seed-20260813.png,768,512,0b053476f642192df24f552f95fe8d459be393bdb3046eff830b144a047dbd08,93.63643865880357,96.7185933822308,96.7185933822308,57.30478573543595,0.8635898223519173,1.9656595229636977,3.526306801852659,0.5695047686586132
div2k_validation,0852.png,0852_546d7a54b41b__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0852_546d7a54b41b__clean_0.png,768,512,546d7a54b41b3503e8fac4b311ea38ed602bc6cf83074f8648915f3b0b1600b7,80.80941080434124,80.80941080434124,80.80941080434124,30.56619311555455,0.2967542108227103,0.31168804670709727,1.4824040795823996,0.8997671495042889
div2k_validation,0852.png,0852_546d7a54b41b__awgn_30_seed-20260811,awgn,30,20260811,4058825208788583830,24.414096249976673,results/vtm_noise_validation/stimuli/0852_546d7a54b41b__awgn_30_seed-20260811.png,768,512,8cb87596a9828c1a14faa53b2eb3332bcb4c6a2525dfa00fe6575a3882277b68,80.80941080434124,82.83014538462403,82.83014538462403,36.03631537001554,0.7739773716275021,1.1246279338327438,2.223470830614189,0.70306132292473
div2k_validation,0852.png,0852_546d7a54b41b__awgn_30_seed-20260812,awgn,30,20260812,11460511596401735980,24.39606023781203,results/vtm_noise_validation/stimuli/0852_546d7a54b41b__awgn_30_seed-20260812.png,768,512,a356ddffac2592b3fb791cf9c6953c0176330bc30d2de93cde82186b74d93295,80.80941080434124,83.46126297656427,83.46126297656427,36.12984648780117,0.7729304254338811,1.1267224294251745,2.223691835484334,0.7036443692414901
div2k_validation,0852.png,0852_546d7a54b41b__awgn_30_seed-20260813,awgn,30,20260813,2569595887914282059,24.398182231126732,results/vtm_noise_validation/stimuli/0852_546d7a54b41b__awgn_30_seed-20260813.png,768,512,8c70bc315fd51c5d66bd74b106161ed364cf5ab4bf75c5b93d2a683934a52f32,80.80941080434124,83.21226151813433,83.21226151813433,36.062025511469486,0.7731224082322224,1.1288378077948698,2.2244198146086624,0.7029685722290882
div2k_validation,0854.png,0854_5dbe58ef7f9a__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0854_5dbe58ef7f9a__clean_0.png,768,512,5dbe58ef7f9aaf57a9bec75b9287af3a8df02a3ce39246f73d971832cfd3010f,125.0396752537208,125.0396752537208,125.0396752537208,52.265941552606805,0.5881098653560641,0.8834947510098881,2.9141643086171154,0.7681623271067544
div2k_validation,0854.png,0854_5dbe58ef7f9a__awgn_30_seed-20260811,awgn,30,20260811,9833583610322060841,29.233935647962937,results/vtm_noise_validation/stimuli/0854_5dbe58ef7f9a__awgn_30_seed-20260811.png,768,512,49ced0ca1f4b205b175e3ce9077d282fd10b9e8b4b8c8c0d95a2da4e68f5fa4d,125.0396752537208,123.78877413001345,123.78877413001345,59.03637424184144,0.9049813136742948,2.472349101210117,3.6476195637918183,0.5280511237148904
div2k_validation,0854.png,0854_5dbe58ef7f9a__awgn_30_seed-20260812,awgn,30,20260812,450640979350772585,29.223687316112848,results/vtm_noise_validation/stimuli/0854_5dbe58ef7f9a__awgn_30_seed-20260812.png,768,512,7613d7ed8ebf1c334b1373776a774d6b46b8ea6cf59d5f0f8990544ff86980ba,125.0396752537208,123.69688806375468,123.69688806375468,59.05097836355035,0.9051041826652332,2.4752191332427946,3.6473709961400154,0.5278501646911157
div2k_validation,0854.png,0854_5dbe58ef7f9a__awgn_30_seed-20260813,awgn,30,20260813,8571340575924242099,29.17044220238832,results/vtm_noise_validation/stimuli/0854_5dbe58ef7f9a__awgn_30_seed-20260813.png,768,512,e9a8c692ed7aa58efdb40d7f6b0aa893b1a3d0f579cd858cc0c2dcee3e202215,125.0396752537208,123.75397905242602,123.75397905242602,58.988720994078264,0.9045947883069677,2.4652939034771797,3.6445851416785615,0.5284162937288813
div2k_validation,0861.png,0861_5084e24ea91b__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0861_5084e24ea91b__clean_0.png,768,512,5084e24ea91b5b8024c8aeed3cec7fbdb4934be43d5e54bbc2008096150e68e3,151.95161271421892,151.95161271421892,151.95161271421892,89.6013008385591,0.4827906619566887,1.042226993851212,2.866817370321793,0.8033911452264277
div2k_validation,0861.png,0861_5084e24ea91b__awgn_30_seed-20260811,awgn,30,20260811,853321590901728587,26.206350165588965,results/vtm_noise_validation/stimuli/0861_5084e24ea91b__awgn_30_seed-20260811.png,768,512,6d20125e8824ad569aeacb2487321e7dd5b0e62039537dcbf73c57b0660e7408,151.95161271421892,140.2301631150849,140.2301631150849,88.2609596378962,0.8408053038447755,2.0398655988657772,3.406747004056104,0.6242386546167586
div2k_validation,0861.png,0861_5084e24ea91b__awgn_30_seed-20260812,awgn,30,20260812,8641298146843257312,26.14578797436512,results/vtm_noise_validation/stimuli/0861_5084e24ea91b__awgn_30_seed-20260812.png,768,512,6155d3d5a15eb9ed15454b8e9d665515aae2ca784d871599ea1364c3327a0cff,151.95161271421892,140.2497532994507,140.2497532994507,88.2609040319133,0.8395868530179695,2.042241133028342,3.4081934220518946,0.6238586549129651
div2k_validation,0861.png,0861_5084e24ea91b__awgn_30_seed-20260813,awgn,30,20260813,161958847886104011,26.149535076416328,results/vtm_noise_validation/stimuli/0861_5084e24ea91b__awgn_30_seed-20260813.png,768,512,7582be904ce64e8de420764e796e4564cce3a3dbd24f9f6896b4b238cc0d94b3,151.95161271421892,140.13844008423,140.13844008423,88.23422704050004,0.8384503148517892,2.0368479368475514,3.4057641081564447,0.6243614508487889
div2k_validation,0862.png,0862_00c124fd26c9__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0862_00c124fd26c9__clean_0.png,768,512,00c124fd26c9d5a321a02d65e3f14ed2b1cbf401c9ad78017bbaa45aca12adfc,38.98802839276486,38.98802839276486,38.98802839276486,29.79945813341477,0.3009394358265499,0.24644209708301867,2.0575794094333597,0.8815270479319035
div2k_validation,0862.png,0862_00c124fd26c9__awgn_30_seed-20260811,awgn,30,20260811,10132266129474561789,29.81597948329074,results/vtm_noise_validation/stimuli/0862_00c124fd26c9__awgn_30_seed-20260811.png,768,512,bd2c5e0d7c8c3c1f53ebe8a5d52c4ce11829bf96f0034ef2a3e8ea972ddc0025,38.98802839276486,74.2123079629541,74.2123079629541,42.004645892372224,0.8770158193825833,2.003923127479937,3.3042899595391106,0.5492280393176239
div2k_validation,0862.png,0862_00c124fd26c9__awgn_30_seed-20260812,awgn,30,20260812,11050938087221332995,29.854876392461914,results/vtm_noise_validation/stimuli/0862_00c124fd26c9__awgn_30_seed-20260812.png,768,512,26d4ae4f54a8a52276d91fac7f62743d2d89a3346dfc07aba58d986241ae930b,38.98802839276486,74.50034448818465,74.50034448818465,42.044458256032335,0.8764757077765832,2.0142589108110807,3.307646636686137,0.547969817260918
div2k_validation,0862.png,0862_00c124fd26c9__awgn_30_seed-20260813,awgn,30,20260813,50112686020007661,29.784041859275877,results/vtm_noise_validation/stimuli/0862_00c124fd26c9__awgn_30_seed-20260813.png,768,512,1a94ffca0aa630244c6cf2940584b78862383e922de86f701f6d6f7d9574f526,38.98802839276486,74.21211328832156,74.21211328832156,42.01665620528682,0.8761378180515026,2.0029364244557852,3.3051127407732928,0.5492080633866028
div2k_validation,0864.png,0864_e7333a0e85e7__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0864_e7333a0e85e7__clean_0.png,768,512,e7333a0e85e7a4978a7bb4e048cba1f4204adb46d08b6f2db041ee194e241ad3,50.25824520930053,50.25824520930053,50.25824520930053,38.513979997826624,0.3362821891158552,0.24542174374750703,2.2377244512053496,0.8867253956399405
div2k_validation,0864.png,0864_e7333a0e85e7__awgn_30_seed-20260811,awgn,30,20260811,13802870094781350988,28.830061210525887,results/vtm_noise_validation/stimuli/0864_e7333a0e85e7__awgn_30_seed-20260811.png,768,512,f551f546491d2e2ee86f6e26f4cc3c575588fadde12521ca1ad1d56240198e13,50.25824520930053,76.7475362580945,76.7475362580945,46.86749379695529,0.8635079096912917,1.7834518159666763,3.2469242607465114,0.5797629726295646
div2k_validation,0864.png,0864_e7333a0e85e7__awgn_30_seed-20260812,awgn,30,20260812,126433375637130616,28.88466606902823,results/vtm_noise_validation/stimuli/0864_e7333a0e85e7__awgn_30_seed-20260812.png,768,512,a44dfe4ec59a2fa1f4d1e8381a2e49c57129761f5347ac199d4b97303db770af,50.25824520930053,76.58973933259864,76.58973933259864,46.892425028000126,0.8628321302411304,1.7924632935201215,3.2496055291146124,0.5792876289501496
div2k_validation,0864.png,0864_e7333a0e85e7__awgn_30_seed-20260813,awgn,30,20260813,6938771555364551717,28.818758888108132,results/vtm_noise_validation/stimuli/0864_e7333a0e85e7__awgn_30_seed-20260813.png,768,512,77961621952e0b4df5552f9b2973ba2a10ea20fce6594cecfd9c6f47221d7d4f,50.25824520930053,76.5272780406473,76.5272780406473,46.86909637778114,0.8635027901500025,1.7837307607359674,3.2484669812259286,0.5794062331179213
div2k_validation,0865.png,0865_1d4f2b88e397__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0865_1d4f2b88e397__clean_0.png,768,512,1d4f2b88e397c3b929b461d4458e00324fa71c5928bd1cb600d8c1241584be0a,70.93902952250797,70.93902952250797,70.93902952250797,48.24696916133253,0.3545051963344084,0.34391073181351,2.6035518076280866,0.8711301800463871
div2k_validation,0865.png,0865_1d4f2b88e397__awgn_30_seed-20260811,awgn,30,20260811,3121737122569310299,29.483675820571936,results/vtm_noise_validation/stimuli/0865_1d4f2b88e397__awgn_30_seed-20260811.png,768,512,2ceb89c01af0c70a83576a751a575dc3a82619368e34f481edc34d4030b73734,70.93902952250797,86.21157823145997,86.21157823145997,56.00432384314554,0.8807889213126504,2.0252727351257453,3.5977463475879397,0.5514055199574364
div2k_validation,0865.png,0865_1d4f2b88e397__awgn_30_seed-20260812,awgn,30,20260812,2499261996947101189,29.4626553470539,results/vtm_noise_validation/stimuli/0865_1d4f2b88e397__awgn_30_seed-20260812.png,768,512,92499813529c96e67ef4392ee8f357cd147188ebd2c7e25c6fa79d7f8aa8f408,70.93902952250797,86.20757166829786,86.20757166829786,55.998945527067505,0.8801157016331337,2.024892004725887,3.5975277102000818,0.5522092011536768
div2k_validation,0865.png,0865_1d4f2b88e397__awgn_30_seed-20260813,awgn,30,20260813,7931321269963032407,29.525532680683764,results/vtm_noise_validation/stimuli/0865_1d4f2b88e397__awgn_30_seed-20260813.png,768,512,425f72502b695f656062fb3702714586bd2f72211a67cca9ed48f8c53ae620f0,70.93902952250797,86.04511049088443,86.04511049088443,56.06079136653538,0.8811165719551528,2.02985226543238,3.5992885116709568,0.5517459079584034
div2k_validation,0868.png,0868_46a18f1b41a1__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0868_46a18f1b41a1__clean_0.png,768,512,46a18f1b41a1374d03fa9a183b5ee3bd24c5050f5072a8a4b1d741c6c93c02f0,107.6659965221007,107.6659965221007,107.6659965221007,64.29918080879925,0.24884554343930784,0.5270744424453366,2.6171277598489295,0.8251693551748887
div2k_validation,0868.png,0868_46a18f1b41a1__awgn_30_seed-20260811,awgn,30,20260811,1268776939606810684,27.569521562504203,results/vtm_noise_validation/stimuli/0868_46a18f1b41a1__awgn_30_seed-20260811.png,768,512,4adb63141e8d062d20ac70252b4f55f8ba5e5d129fe3d23192b1ee8ebc3ccce9,107.6659965221007,104.18621308347834,104.18621308347834,68.53312140508432,0.8561229713817642,1.702934227833624,3.280716112784985,0.5984103387409191
div2k_validation,0868.png,0868_46a18f1b41a1__awgn_30_seed-20260812,awgn,30,20260812,10121522199522748396,27.560234870592687,results/vtm_noise_validation/stimuli/0868_46a18f1b41a1__awgn_30_seed-20260812.png,768,512,6e0835534205ad432c45f641b478f8cee082b4da13d7ae38b86e9b2a33fca279,107.6659965221007,103.91637636893674,103.91637636893674,68.53367501877374,0.8560487380330722,1.7014650594422167,3.280613308789455,0.5979968119311965
div2k_validation,0868.png,0868_46a18f1b41a1__awgn_30_seed-20260813,awgn,30,20260813,5662443038831967731,27.54531557628157,results/vtm_noise_validation/stimuli/0868_46a18f1b41a1__awgn_30_seed-20260813.png,768,512,7a8abd7c5e561d70b8824bf22c234a88712cf65a5bd8f86b85a99c7369299919,107.6659965221007,103.8337338177476,103.8337338177476,68.6029229188008,0.8552372907387498,1.6965382488860348,3.2783152390209613,0.5993504150895107
div2k_validation,0870.png,0870_574461ba2ec1__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0870_574461ba2ec1__clean_0.png,768,512,574461ba2ec1090fe590a968ef3491debd4f6711f02d0de52631ebb35222da5b,79.8099567622449,79.8099567622449,79.8099567622449,49.19625973806872,0.5511621358726259,0.3805716360180069,2.686094286837206,0.8469796399376635
div2k_validation,0870.png,0870_574461ba2ec1__awgn_30_seed-20260811,awgn,30,20260811,4956418738604445276,29.01973868170244,results/vtm_noise_validation/stimuli/0870_574461ba2ec1__awgn_30_seed-20260811.png,768,512,082f00d507565d919e2aa9198cf2609b1e56073e1270827efd799705094a9c25,79.8099567622449,93.94537551555155,93.94537551555155,56.11467562050947,0.8875339169610403,1.9501886810232736,3.5314864294523414,0.5631557979276671
div2k_validation,0870.png,0870_574461ba2ec1__awgn_30_seed-20260812,awgn,30,20260812,16200797382660152296,28.940011120811423,results/vtm_noise_validation/stimuli/0870_574461ba2ec1__awgn_30_seed-20260812.png,768,512,931098a1439b4f994c13f8a15a34558809b9a3e9b46a84ccd83647c9296093d5,79.8099567622449,93.57085092135691,93.57085092135691,56.05067693127968,0.8868171811805662,1.9385649323570604,3.527548692296187,0.564519769264853
div2k_validation,0870.png,0870_574461ba2ec1__awgn_30_seed-20260813,awgn,30,20260813,11332077899428714371,29.044666224771778,results/vtm_noise_validation/stimuli/0870_574461ba2ec1__awgn_30_seed-20260813.png,768,512,ee64c4eb2006134c669372debb6de5f3ac2a7b60523bda27b2849e7edbf9bc79,79.8099567622449,93.85057440611745,93.85057440611745,56.08123633054247,0.8887165309988225,1.9537174497106413,3.531228639819696,0.5628385125538913
div2k_validation,0873.png,0873_0deda35195d8__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0873_0deda35195d8__clean_0.png,768,512,0deda35195d87f2f663124bc61c235518e7d4abbe1ca951c59f019d1c76ccfef,131.52933438983996,131.52933438983996,131.52933438983996,46.08941327045419,0.5168714483182307,0.8911358354966009,2.682108542419058,0.7955188402898569
div2k_validation,0873.png,0873_0deda35195d8__awgn_30_seed-20260811,awgn,30,20260811,6899668685978867821,28.849219501059512,results/vtm_noise_validation/stimuli/0873_0deda35195d8__awgn_30_seed-20260811.png,768,512,29f600436a8cf5223461f89b7923fb553b15b3ba20e5cae9c8af888e541db0de,131.52933438983996,125.05697169875444,125.05697169875444,53.500493664672966,0.9006988173859622,2.4097806839213,3.472212216281783,0.5372231950475379
div2k_validation,0873.png,0873_0deda35195d8__awgn_30_seed-20260812,awgn,30,20260812,16657051359515784294,28.887331928780505,results/vtm_noise_validation/stimuli/0873_0deda35195d8__awgn_30_seed-20260812.png,768,512,9ad31ea0059662692b1a8e034d16144975ea4776b4d803db10ef820e1333f432,131.52933438983996,124.86046003514731,124.86046003514731,53.48182473623322,0.899441969999488,2.4041830032965015,3.471981470662869,0.537090008530871
div2k_validation,0873.png,0873_0deda35195d8__awgn_30_seed-20260813,awgn,30,20260813,7971254583711243295,28.8785571264657,results/vtm_noise_validation/stimuli/0873_0deda35195d8__awgn_30_seed-20260813.png,768,512,4167e6cadcb0d4b393e97825dd400093ee3fee4d2539bcd2f79a1a844d7a0f4c,131.52933438983996,124.91765065291118,124.91765065291118,53.468850617158594,0.8994573286233554,2.4011876675406114,3.4705840179662744,0.5377782266299574
