dataset,source,stimulus,distortion,level,seed,actual_luma_rms,qp,cu_count,coded_width,coded_height,coded_area,image_sha256,conversion,encoder_sha256,decoder_sha256,encoder_config_sha256,reconstruction_verified,cu_coverage_verified,sobel_si,luma_sd,edge_fraction,glcm_contrast,glcm_entropy,glcm_homogeneity
div2k_validation,0824.png,0824_9cc33d590aa5__awgn_30_seed-20260811,awgn,30,20260811,28.207043060890523,27,5676,768,512,393216,c4c43c4ff69992f49f13d3661d86b3c0c9d7bca130a80597075709d731a4836a,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,131.00771110052543,77.64488809165127,0.8831208723698356,2.2261931393290726,3.6416827866538286,0.5581174139170149
div2k_validation,0824.png,0824_9cc33d590aa5__awgn_30_seed-20260811,awgn,30,20260811,28.207043060890523,32,4804,768,512,393216,c4c43c4ff69992f49f13d3661d86b3c0c9d7bca130a80597075709d731a4836a,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,131.00771110052543,77.64488809165127,0.8831208723698356,2.2261931393290726,3.6416827866538286,0.5581174139170149
div2k_validation,0824.png,0824_9cc33d590aa5__awgn_30_seed-20260811,awgn,30,20260811,28.207043060890523,37,4591,768,512,393216,c4c43c4ff69992f49f13d3661d86b3c0c9d7bca130a80597075709d731a4836a,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,131.00771110052543,77.64488809165127,0.8831208723698356,2.2261931393290726,3.6416827866538286,0.5581174139170149
div2k_validation,0824.png,0824_9cc33d590aa5__awgn_30_seed-20260812,awgn,30,20260812,28.17457630523758,22,5690,768,512,393216,293ed011394a4922694bef289ed69854311cac9aa76f4f9821bc8cb88f221627,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,131.0579920080408,77.71071132010086,0.8830056826908309,2.228356026463463,3.6407625728512896,0.5579022261863442
div2k_validation,0824.png,0824_9cc33d590aa5__awgn_30_seed-20260812,awgn,30,20260812,28.17457630523758,27,5619,768,512,393216,293ed011394a4922694bef289ed69854311cac9aa76f4f9821bc8cb88f221627,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,131.0579920080408,77.71071132010086,0.8830056826908309,2.228356026463463,3.6407625728512896,0.5579022261863442
div2k_validation,0824.png,0824_9cc33d590aa5__awgn_30_seed-20260812,awgn,30,20260812,28.17457630523758,32,4875,768,512,393216,293ed011394a4922694bef289ed69854311cac9aa76f4f9821bc8cb88f221627,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,131.0579920080408,77.71071132010086,0.8830056826908309,2.228356026463463,3.6407625728512896,0.5579022261863442
div2k_validation,0824.png,0824_9cc33d590aa5__awgn_30_seed-20260812,awgn,30,20260812,28.17457630523758,37,4827,768,512,393216,293ed011394a4922694bef289ed69854311cac9aa76f4f9821bc8cb88f221627,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,131.0579920080408,77.71071132010086,0.8830056826908309,2.228356026463463,3.6407625728512896,0.5579022261863442
div2k_validation,0824.png,0824_9cc33d590aa5__awgn_30_seed-20260813,awgn,30,20260813,28.23241122322669,22,5949,768,512,393216,4207a3fbacf4dcf6d92d03b1ec68bf25f20939af9da2815c71682e38610bd13a,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,131.0962351658993,77.72551064291153,0.8833589310397788,2.231114288483651,3.641672952222434,0.5579284780152902
div2k_validation,0824.png,0824_9cc33d590aa5__awgn_30_seed-20260813,awgn,30,20260813,28.23241122322669,27,5964,768,512,393216,4207a3fbacf4dcf6d92d03b1ec68bf25f20939af9da2815c71682e38610bd13a,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,131.0962351658993,77.72551064291153,0.8833589310397788,2.231114288483651,3.641672952222434,0.5579284780152902
div2k_validation,0824.png,0824_9cc33d590aa5__awgn_30_seed-20260813,awgn,30,20260813,28.23241122322669,32,4885,768,512,393216,4207a3fbacf4dcf6d92d03b1ec68bf25f20939af9da2815c71682e38610bd13a,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,131.0962351658993,77.72551064291153,0.8833589310397788,2.231114288483651,3.641672952222434,0.5579284780152902
div2k_validation,0824.png,0824_9cc33d590aa5__awgn_30_seed-20260813,awgn,30,20260813,28.23241122322669,37,4898,768,512,393216,4207a3fbacf4dcf6d92d03b1ec68bf25f20939af9da2815c71682e38610bd13a,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,131.0962351658993,77.72551064291153,0.8833589310397788,2.231114288483651,3.641672952222434,0.5579284780152902
div2k_validation,0824.png,0824_9cc33d590aa5__clean_0,clean,0,,0.0,22,7941,768,512,393216,9cc33d590aa50a7e2f3fa2a75a01c7057dc3c00928515d06e76d1357a4fbc927,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,141.16074154814604,73.81011569083485,0.41391491322377516,0.8470861801217681,2.847817515918185,0.818806137429152
div2k_validation,0824.png,0824_9cc33d590aa5__clean_0,clean,0,,0.0,27,7240,768,512,393216,9cc33d590aa50a7e2f3fa2a75a01c7057dc3c00928515d06e76d1357a4fbc927,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,141.16074154814604,73.81011569083485,0.41391491322377516,0.8470861801217681,2.847817515918185,0.818806137429152
div2k_validation,0824.png,0824_9cc33d590aa5__clean_0,clean,0,,0.0,32,6389,768,512,393216,9cc33d590aa50a7e2f3fa2a75a01c7057dc3c00928515d06e76d1357a4fbc927,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,141.16074154814604,73.81011569083485,0.41391491322377516,0.8470861801217681,2.847817515918185,0.818806137429152
div2k_validation,0824.png,0824_9cc33d590aa5__clean_0,clean,0,,0.0,37,5270,768,512,393216,9cc33d590aa50a7e2f3fa2a75a01c7057dc3c00928515d06e76d1357a4fbc927,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,141.16074154814604,73.81011569083485,0.41391491322377516,0.8470861801217681,2.847817515918185,0.818806137429152
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260811,awgn,30,20260811,28.050375309301582,22,6683,768,512,393216,b345117867e6f7ff5b1a477f42bd8f2260911d5754183bffa912999d70525558,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,127.24906449516813,73.94244550778328,0.8684533865765628,2.044995719477078,3.629731897848315,0.5827450757361161
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260811,awgn,30,20260811,28.050375309301582,27,6273,768,512,393216,b345117867e6f7ff5b1a477f42bd8f2260911d5754183bffa912999d70525558,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,127.24906449516813,73.94244550778328,0.8684533865765628,2.044995719477078,3.629731897848315,0.5827450757361161
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260811,awgn,30,20260811,28.050375309301582,32,5270,768,512,393216,b345117867e6f7ff5b1a477f42bd8f2260911d5754183bffa912999d70525558,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,127.24906449516813,73.94244550778328,0.8684533865765628,2.044995719477078,3.629731897848315,0.5827450757361161
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260811,awgn,30,20260811,28.050375309301582,37,5386,768,512,393216,b345117867e6f7ff5b1a477f42bd8f2260911d5754183bffa912999d70525558,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,127.24906449516813,73.94244550778328,0.8684533865765628,2.044995719477078,3.629731897848315,0.5827450757361161
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260812,awgn,30,20260812,27.99193161565236,22,6482,768,512,393216,09ca7357d7cb619b5f4e3a0ee250a0f0b75e8979ac78bb0d6fa0ce9e2d970122,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,127.32474014322794,74.02739519661827,0.8684713049710746,2.0406625276218926,3.6283187540899453,0.5836856300757304
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260812,awgn,30,20260812,27.99193161565236,27,6154,768,512,393216,09ca7357d7cb619b5f4e3a0ee250a0f0b75e8979ac78bb0d6fa0ce9e2d970122,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,127.32474014322794,74.02739519661827,0.8684713049710746,2.0406625276218926,3.6283187540899453,0.5836856300757304
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260812,awgn,30,20260812,27.99193161565236,32,5283,768,512,393216,09ca7357d7cb619b5f4e3a0ee250a0f0b75e8979ac78bb0d6fa0ce9e2d970122,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,127.32474014322794,74.02739519661827,0.8684713049710746,2.0406625276218926,3.6283187540899453,0.5836856300757304
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260812,awgn,30,20260812,27.99193161565236,37,5170,768,512,393216,09ca7357d7cb619b5f4e3a0ee250a0f0b75e8979ac78bb0d6fa0ce9e2d970122,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,127.32474014322794,74.02739519661827,0.8684713049710746,2.0406625276218926,3.6283187540899453,0.5836856300757304
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260813,awgn,30,20260813,27.966648765925004,22,6619,768,512,393216,9cf450e0885fc0ea7d0020e68147ef6ba1132a222b1ae1f67327e1410e2b49db,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,127.15209751734454,74.00657634187867,0.8691880407515487,2.04287630840211,3.628713731654436,0.5833565704440435
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260813,awgn,30,20260813,27.966648765925004,27,6209,768,512,393216,9cf450e0885fc0ea7d0020e68147ef6ba1132a222b1ae1f67327e1410e2b49db,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,127.15209751734454,74.00657634187867,0.8691880407515487,2.04287630840211,3.628713731654436,0.5833565704440435
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260813,awgn,30,20260813,27.966648765925004,32,5235,768,512,393216,9cf450e0885fc0ea7d0020e68147ef6ba1132a222b1ae1f67327e1410e2b49db,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,127.15209751734454,74.00657634187867,0.8691880407515487,2.04287630840211,3.628713731654436,0.5833565704440435
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260813,awgn,30,20260813,27.966648765925004,37,5189,768,512,393216,9cf450e0885fc0ea7d0020e68147ef6ba1132a222b1ae1f67327e1410e2b49db,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,127.15209751734454,74.00657634187867,0.8691880407515487,2.04287630840211,3.628713731654436,0.5833565704440435
div2k_validation,0825.png,0825_475c494bec57__clean_0,clean,0,,0.0,22,9377,768,512,393216,475c494bec5708c6a3847b42dc4957ed57532dc04f3b3211562de4911c238a8d,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,133.1731659286595,71.46549998285772,0.4619259714329596,0.688512145071439,2.9581747853610976,0.83498688552061
div2k_validation,0825.png,0825_475c494bec57__clean_0,clean,0,,0.0,27,8205,768,512,393216,475c494bec5708c6a3847b42dc4957ed57532dc04f3b3211562de4911c238a8d,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,133.1731659286595,71.46549998285772,0.4619259714329596,0.688512145071439,2.9581747853610976,0.83498688552061
div2k_validation,0825.png,0825_475c494bec57__clean_0,clean,0,,0.0,32,6800,768,512,393216,475c494bec5708c6a3847b42dc4957ed57532dc04f3b3211562de4911c238a8d,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,133.1731659286595,71.46549998285772,0.4619259714329596,0.688512145071439,2.9581747853610976,0.83498688552061
div2k_validation,0825.png,0825_475c494bec57__clean_0,clean,0,,0.0,37,5206,768,512,393216,475c494bec5708c6a3847b42dc4957ed57532dc04f3b3211562de4911c238a8d,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,133.1731659286595,71.46549998285772,0.4619259714329596,0.688512145071439,2.9581747853610976,0.83498688552061
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260811,awgn,30,20260811,26.95342122233055,22,4036,768,512,393216,4d0572b0a3bf8b2eb7193544ca0b4bd3295a220572f575421ce118ef7b0ee216,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,80.24640225109593,40.63536576419398,0.8286156760354272,1.4124053077115497,2.7039400987452984,0.6328926405847382
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260811,awgn,30,20260811,26.95342122233055,27,3580,768,512,393216,4d0572b0a3bf8b2eb7193544ca0b4bd3295a220572f575421ce118ef7b0ee216,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,80.24640225109593,40.63536576419398,0.8286156760354272,1.4124053077115497,2.7039400987452984,0.6328926405847382
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260811,awgn,30,20260811,26.95342122233055,32,3087,768,512,393216,4d0572b0a3bf8b2eb7193544ca0b4bd3295a220572f575421ce118ef7b0ee216,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,80.24640225109593,40.63536576419398,0.8286156760354272,1.4124053077115497,2.7039400987452984,0.6328926405847382
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260811,awgn,30,20260811,26.95342122233055,37,3033,768,512,393216,4d0572b0a3bf8b2eb7193544ca0b4bd3295a220572f575421ce118ef7b0ee216,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,80.24640225109593,40.63536576419398,0.8286156760354272,1.4124053077115497,2.7039400987452984,0.6328926405847382
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260812,awgn,30,20260812,26.997575391999785,22,3785,768,512,393216,b8404d86cbda5102965d318dda42b371d07b3d72e275d1728e07cc18bd160730,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,80.23980339318504,40.584768156020594,0.8287564634208775,1.4156253221679282,2.7068958361831177,0.632567903697995
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260812,awgn,30,20260812,26.997575391999785,27,3644,768,512,393216,b8404d86cbda5102965d318dda42b371d07b3d72e275d1728e07cc18bd160730,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,80.23980339318504,40.584768156020594,0.8287564634208775,1.4156253221679282,2.7068958361831177,0.632567903697995
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260812,awgn,30,20260812,26.997575391999785,32,2881,768,512,393216,b8404d86cbda5102965d318dda42b371d07b3d72e275d1728e07cc18bd160730,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,80.23980339318504,40.584768156020594,0.8287564634208775,1.4156253221679282,2.7068958361831177,0.632567903697995
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260812,awgn,30,20260812,26.997575391999785,37,2933,768,512,393216,b8404d86cbda5102965d318dda42b371d07b3d72e275d1728e07cc18bd160730,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,80.23980339318504,40.584768156020594,0.8287564634208775,1.4156253221679282,2.7068958361831177,0.632567903697995
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260813,awgn,30,20260813,26.95586390635604,22,3944,768,512,393216,8f49b6c6e81fd4db96c972c62e8e2476c3c25104111f7c00c69cd72d021d72ab,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,80.50288599986338,40.610906108361156,0.8288614140173041,1.4077444783822348,2.7043848909367396,0.6336503449265991
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260813,awgn,30,20260813,26.95586390635604,27,3545,768,512,393216,8f49b6c6e81fd4db96c972c62e8e2476c3c25104111f7c00c69cd72d021d72ab,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,80.50288599986338,40.610906108361156,0.8288614140173041,1.4077444783822348,2.7043848909367396,0.6336503449265991
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260813,awgn,30,20260813,26.95586390635604,32,3029,768,512,393216,8f49b6c6e81fd4db96c972c62e8e2476c3c25104111f7c00c69cd72d021d72ab,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,80.50288599986338,40.610906108361156,0.8288614140173041,1.4077444783822348,2.7043848909367396,0.6336503449265991
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260813,awgn,30,20260813,26.95586390635604,37,2871,768,512,393216,8f49b6c6e81fd4db96c972c62e8e2476c3c25104111f7c00c69cd72d021d72ab,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,80.50288599986338,40.610906108361156,0.8288614140173041,1.4077444783822348,2.7043848909367396,0.6336503449265991
div2k_validation,0827.png,0827_378830cf9b00__clean_0,clean,0,,0.0,22,3774,768,512,393216,378830cf9b00885754daef8959496b9a44d53e92812c7ff44f169520b6b41c55,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,66.4937141312653,32.33629834992541,0.12800901039266882,0.2103645618388606,1.7632764984687663,0.9237791589920268
div2k_validation,0827.png,0827_378830cf9b00__clean_0,clean,0,,0.0,27,2602,768,512,393216,378830cf9b00885754daef8959496b9a44d53e92812c7ff44f169520b6b41c55,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,66.4937141312653,32.33629834992541,0.12800901039266882,0.2103645618388606,1.7632764984687663,0.9237791589920268
div2k_validation,0827.png,0827_378830cf9b00__clean_0,clean,0,,0.0,32,1823,768,512,393216,378830cf9b00885754daef8959496b9a44d53e92812c7ff44f169520b6b41c55,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,66.4937141312653,32.33629834992541,0.12800901039266882,0.2103645618388606,1.7632764984687663,0.9237791589920268
div2k_validation,0827.png,0827_378830cf9b00__clean_0,clean,0,,0.0,37,1189,768,512,393216,378830cf9b00885754daef8959496b9a44d53e92812c7ff44f169520b6b41c55,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,66.4937141312653,32.33629834992541,0.12800901039266882,0.2103645618388606,1.7632764984687663,0.9237791589920268
